artist,song_name,quarterly_date,n_streams
Zara Larsson,So Good (feat. Ty Dolla $ign),2017 Q1,1987687
OMI,Cheerleader - Felix Jaehn Remix Radio Edit,2017 Q1,1967829
Drake,Can't Have Everything,2017 Q1,1962389
Jonas Blue,Fast Car,2017 Q1,1944952
Luke Christopher,Lot to Learn,2017 Q1,1942422
Little Mix,No More Sad Songs,2017 Q1,1891801
Drake,Nothings Into Somethings,2017 Q1,1890704
Stormzy,Velvet / Jenny Francis - Interlude,2017 Q1,1872879
Flo Rida,Cake - Challenge Version,2017 Q1,1840458
Aminé,Caroline,2017 Q1,1836672
Stormzy,Return Of The Rucksack,2017 Q1,1833569
Alok,Hear Me Now,2017 Q1,1812646
WALK THE MOON,Shut Up and Dance,2017 Q1,1807551
Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,2017 Q1,1780733
Kodak Black,Tunnel Vision,2017 Q1,1769098
Drake,Ice Melts,2017 Q1,1768709
Ed Sheeran,I'm a Mess,2017 Q1,1747334
Bastille,Good Grief,2017 Q1,1741206
Drake,Since Way Back,2017 Q1,1720523
La La Land Cast,"Another Day Of Sun - From ""La La Land"" Soundtrack",2017 Q1,1711241
Ed Sheeran,Give Me Love,2017 Q1,1687599
WHTKD,Say To Me,2017 Q1,1673242
Ed Sheeran,Bloodstream,2017 Q1,1631702
Petit Biscuit,Sunset Lover,2017 Q1,1614321
Franz Ferdinand,Take Me Out,2017 Q1,1613193
Florence + The Machine,Dog Days Are Over,2017 Q1,1587394
Mumford & Sons,I Will Wait,2017 Q1,1562926
Tory Lanez,LUV,2017 Q1,1523013
Vance Joy,Riptide,2017 Q1,1510277
Ed Sheeran,Drunk,2017 Q1,1501811
The 1975,Somebody Else,2017 Q1,1495351
Foals,My Number,2017 Q1,1485494
London Grammar,Rooting For You,2017 Q1,1483636
Jason Derulo,Want to Want Me,2017 Q1,1458816
Stormzy,100 Bags,2017 Q1,1458188
Dua Lipa,Blow Your Mind (Mwah),2017 Q1,1447348
Young Thug,pick up the phone,2017 Q1,1425104
Adele,Someone Like You,2017 Q1,1423541
ZAYN,Still Got Time (feat. PARTYNEXTDOOR),2017 Q1,1412553
The Weeknd,Sidewalks,2017 Q1,1390434
Frank Ocean,Chanel,2017 Q1,1365591
The xx,Say Something Loving,2017 Q1,1357455
The Weeknd,Six Feet Under,2017 Q1,1326975
The 1975,Chocolate,2017 Q1,1295514
Ryan Blyth,Show Me (feat. Malisha Bleau),2017 Q1,1294800
OFFAIAH,Trouble,2017 Q1,1280439
Louisa,Best Behaviour,2017 Q1,1277079
Passenger,Let Her Go,2017 Q1,1265446
Nicki Minaj,No Frauds,2017 Q1,1256804
Stormzy,"Blinded By Your Grace, Pt. 1",2017 Q1,1248784
Emma Stone,"Someone In The Crowd - From ""La La Land"" Soundtrack",2017 Q1,1239633
Bag Raiders,Shooting Stars,2017 Q1,1194578
Stormzy,Don't Cry For Me (feat. Raleigh Ritchie),2017 Q1,1138336
Ryan Gosling,"A Lovely Night - From ""La La Land"" Soundtrack",2017 Q1,1129862
Kideko,Crank It (Woah!) - Radio Edit,2017 Q1,1110347
Stormzy,21 Gun Salute (feat. Wretch 32) - Interlude,2017 Q1,1107147
Ed Sheeran,Sing,2017 Q1,1104722
TLC,No Scrubs,2017 Q1,1101042
Stormzy,Lay Me Bare,2017 Q1,1096451
Skepta,That's Not Me,2017 Q1,1080693
Ed Sheeran,Lego House,2017 Q1,1078942
Cheat Codes,Sex,2017 Q1,1061009
Alan Walker,Alone,2017 Q1,981314
Drake,Hotline Bling,2017 Q1,967142
MØ,Final Song,2017 Q1,962241
Ed Sheeran,Kiss Me,2017 Q1,941451
Future,Comin Out Strong (feat. The Weeknd),2017 Q1,930476
Kanye West,Famous,2017 Q1,922605
Khalid,Location,2017 Q1,909550
Kato,Show You Love,2017 Q1,900646
Beyoncé,Halo,2017 Q1,896624
Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack/Pier",2017 Q1,879194
Justin Hurwitz,"Mia & Sebastian’s Theme - From ""La La Land"" Soundtrack",2017 Q1,863123
Kendrick Lamar,The Heart Part 4,2017 Q1,843474
Stormzy,Scary,2017 Q1,832720
Big Sean,No Favors,2017 Q1,828300
Ed Sheeran,"You Need Me, I Don't Need You",2017 Q1,796486
The xx,Dangerous,2017 Q1,778509
Cash Cash,Millionaire (feat. Nelly),2017 Q1,773909
Smash Mouth,All Star,2017 Q1,769848
"Earth, Wind & Fire",September,2017 Q1,760191
Snow Patrol,Chasing Cars,2017 Q1,735711
Black Saint,Could You Love Me?,2017 Q1,723976
Lady Gaga,Million Reasons,2017 Q1,722962
Toploader,Dancing in the Moonlight,2017 Q1,718814
Little Mix,Secret Love Song (feat. Jason Derulo),2017 Q1,713014
The Chainsmokers,Setting Fires,2017 Q1,694567
Ariana Grande,美女と野獣,2017 Q1,692870
Gorillaz,Saturnz Barz (feat. Popcaan),2017 Q1,640595
Ariana Grande,Everyday,2017 Q1,624588
Ed Sheeran,One,2017 Q1,624016
Sia,"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",2017 Q1,620478
Sampha,(No One Knows Me) Like the Piano,2017 Q1,611861
Sia,The Greatest,2017 Q1,575980
Eminem,Without Me,2017 Q1,570496
Sam Smith,Stay With Me,2017 Q1,563683
The Fratellis,Chelsea Dagger,2017 Q1,556940
Ed Sheeran,Small Bump,2017 Q1,547443
Gorillaz,Ascension (feat. Vince Staples),2017 Q1,544342
John Legend,Start A Fire,2017 Q1,544219
Zara Larsson,Never Forget You,2017 Q1,539796
Matoma,False Alarm,2017 Q1,538496
Olly Murs,Years & Years,2017 Q1,532529
Galantis,No Money,2017 Q1,531272
Auli'i Cravalho,How Far I'll Go,2017 Q1,526953
The Fray,How to Save a Life,2017 Q1,525853
Clean Bandit,Tears (feat. Louisa Johnson),2017 Q1,512309
Skepta,Shutdown,2017 Q1,508027
Zay Hilfigerrr,Juju on That Beat (TZ Anthem),2017 Q1,503978
Coldplay,Hymn for the Weekend,2017 Q1,500969
Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),2017 Q1,497014
Niall Horan,This Town,2017 Q1,472873
Arctic Monkeys,R U Mine?,2017 Q1,461107
Craig David,Ain't Giving Up,2017 Q1,460568
J. Cole,Neighbors,2017 Q1,459308
Gorillaz,Andromeda (feat. DRAM),2017 Q1,446454
Bruno Mars,Versace on the Floor,2017 Q1,445960
The xx,Lips,2017 Q1,438261
Stormzy,Crazy Titch - Interlude,2017 Q1,433465
The xx,A Violent Noise,2017 Q1,433035
The xx,I Dare You,2017 Q1,429814
The xx,Brave For You,2017 Q1,429212
David Guetta,Light My Body Up (feat. Nicki Minaj & Lil Wayne),2017 Q1,420873
Linkin Park,Heavy (feat. Kiiara),2017 Q1,408990
Ed Sheeran,Shape of You (feat. Nyla & Kranium) - Major Lazer Remix,2017 Q1,408052
The xx,Replica,2017 Q1,389397
The xx,Performance,2017 Q1,389071
Lorde,Liability,2017 Q1,383538
Kasabian,You're in Love with a Psycho,2017 Q1,372196
Gorillaz,We Got the Power (feat. Jehnny Beth),2017 Q1,356883
Matt Terry,When Christmas Comes Around,2017 Q1,355400
Big Sean,Moves,2017 Q1,349762
Rudimental,Lay It All on Me (feat. Ed Sheeran),2017 Q1,344279
Nicki Minaj,Regret In Your Tears,2017 Q1,338131
Coldplay,Hypnotised,2017 Q1,334420
George Michael,Faith - Remastered,2017 Q1,332972
The 1975,By Your Side,2017 Q1,330354
George Michael,Careless Whisper,2017 Q1,326040
Gorillaz,Feel Good Inc.,2017 Q1,317975
Nines,High Roller,2017 Q1,314106
Kent Jones,Don't Mind,2017 Q1,312208
The xx,Test Me,2017 Q1,305616
Daryl Hall & John Oates,You Make My Dreams (Come True),2017 Q1,294615
Take That,Giants,2017 Q1,288906
Adele,Make You Feel My Love,2017 Q1,286033
Christine and the Queens,Tilted,2017 Q1,282133
Stargate,Waterfall,2017 Q1,281319
The Goo Goo Dolls,Iris,2017 Q1,276957
Rag'n'Bone Man,As You Are,2017 Q1,276169
Zara Larsson,TG4M,2017 Q1,275114
Bonobo,Break Apart,2017 Q1,273885
MIST,Hot Property,2017 Q1,273786
James Blunt,Love Me Better,2017 Q1,269566
alt-J,3WW,2017 Q1,269109
Dante Klein,Let Me Hold You (Turn Me On),2017 Q1,265628
John Legend,All of Me,2017 Q1,265613
Nines,Going In,2017 Q1,265104
Nines,I Wonder,2017 Q1,259722
MK,Piece of Me,2017 Q1,258832
London Grammar,Big Picture,2017 Q1,253275
Outkast,Hey Ya!,2017 Q1,252891
Rag'n'Bone Man,Grace,2017 Q1,250956
Bob Marley & The Wailers,Is This Love - Remix,2017 Q1,250268
Shakira,Hips Don't Lie (feat. Wyclef Jean),2017 Q1,250085
Nines,Love 2 The Game,2017 Q1,248972
Dua Lipa,Thinking 'Bout You,2017 Q1,247874
G-Eazy,"Me, Myself & I",2017 Q1,246247
Emma Stone,"Audition (The Fools Who Dream) - From ""La La Land"" Soundtrack",2017 Q1,245699
Justin Hurwitz,"Epilogue - From ""La La Land"" Soundtrack",2017 Q1,245586
The Weeknd,Rockin’,2017 Q1,245211
DJ Snake,Middle,2017 Q1,243433
You Me At Six,Take on the World,2017 Q1,242958
Olly Murs,You Don't Know Love,2017 Q1,242666
Alesso,Falling,2017 Q1,241294
Diplo,Be Right There,2017 Q1,240794
Biffy Clyro,Re-arrange,2017 Q1,235680
PARTYNEXTDOOR,Not Nice,2017 Q1,233650
Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),2017 Q1,232807
Wham!,Wake Me Up Before You Go-Go,2017 Q1,231848
Major Lazer,Lean On (feat. MØ & DJ Snake),2017 Q1,230864
Flume,Say It (feat. Tove Lo),2017 Q1,229454
Dua Lipa,Hotter Than Hell,2017 Q1,228920
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),2017 Q1,227497
Chase & Status,All Goes Wrong,2017 Q1,224938
George Michael,Freedom! '90,2017 Q1,224294
The Chainsmokers,Roses (feat. ROZES),2017 Q1,221944
The Weeknd,The Hills,2017 Q1,213172
Mark Ronson,Uptown Funk (feat. Bruno Mars),2017 Q1,212237
Luis Fonsi,Despacito - Remix,2017 Q2,44511873
Clean Bandit,Symphony (feat. Zara Larsson),2017 Q2,34910485
Ed Sheeran,Shape of You,2017 Q2,31601188
Ed Sheeran,Galway Girl,2017 Q2,28691977
French Montana,Unforgettable,2017 Q2,27736836
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),2017 Q2,27533263
Drake,Passionfruit,2017 Q2,26885854
Shawn Mendes,There's Nothing Holdin' Me Back,2017 Q2,23720214
Kendrick Lamar,HUMBLE.,2017 Q2,23416959
Zedd,Stay (with Alessia Cara),2017 Q2,23262118
J Hus,Did You See,2017 Q2,22757941
Bruno Mars,That's What I Like,2017 Q2,22504494
The Chainsmokers,Something Just Like This,2017 Q2,22268621
Martin Jensen,Solo Dance,2017 Q2,22176516
Future,Mask Off,2017 Q2,22038295
Kygo,It Ain't Me (with Selena Gomez),2017 Q2,21615372
Charlie Puth,Attention,2017 Q2,19570710
DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",2017 Q2,19435532
Ed Sheeran,Castle on the Hill,2017 Q2,18912679
Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,2017 Q2,17626651
Julia Michaels,Issues,2017 Q2,17460851
Anne-Marie,Ciao Adios,2017 Q2,17447645
Jonas Blue,Mama,2017 Q2,17355310
Harry Styles,Sign of the Times,2017 Q2,17162723
Liam Payne,Strip That Down,2017 Q2,16942803
Martin Solveig,Places,2017 Q2,16345512
Cheat Codes,No Promises (feat. Demi Lovato),2017 Q2,16004343
Calvin Harris,Slide (feat. Frank Ocean & Migos),2017 Q2,15449562
ZAYN,Still Got Time (feat. PARTYNEXTDOOR),2017 Q2,15434146
Martin Garrix,Scared to Be Lonely,2017 Q2,15376396
Little Mix,No More Sad Songs,2017 Q2,14570284
Ed Sheeran,What Do I Know?,2017 Q2,14074325
Ed Sheeran,Perfect,2017 Q2,13393184
KYLE,iSpy (feat. Lil Yachty),2017 Q2,13017308
Niall Horan,Slow Hands,2017 Q2,12670962
Rag'n'Bone Man,Skin,2017 Q2,12367905
Lorde,Green Light,2017 Q2,12346760
Disciples,On My Mind,2017 Q2,12333622
Lil Uzi Vert,XO TOUR Llif3,2017 Q2,12084140
Jax Jones,You Don't Know Me - Radio Edit,2017 Q2,11906637
Miley Cyrus,Malibu,2017 Q2,11635380
Ed Sheeran,Happier,2017 Q2,11571150
Lady Gaga,The Cure,2017 Q2,11473996
Drake,Blem,2017 Q2,11396352
Starley,Call On Me - Ryan Riback Extended Remix,2017 Q2,11281160
The Chainsmokers,Paris,2017 Q2,11256322
Little Mix,Touch,2017 Q2,11120481
Ed Sheeran,New Man,2017 Q2,11102481
Kygo,First Time,2017 Q2,11073101
Stormzy,Big For Your Boots,2017 Q2,10716434
DJ Khaled,I'm the One,2017 Q2,10528070
Kendrick Lamar,DNA.,2017 Q2,10064664
Ed Sheeran,Dive,2017 Q2,9664950
Ed Sheeran,Barcelona,2017 Q2,9560062
Post Malone,Congratulations,2017 Q2,9421540
Ariana Grande,One Last Time,2017 Q2,9128530
Dua Lipa,Be the One,2017 Q2,8889266
Katy Perry,Chained To The Rhythm,2017 Q2,8795549
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),2017 Q2,8795201
JP Cooper,September Song,2017 Q2,8706091
Major Lazer,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),2017 Q2,8696343
Rag'n'Bone Man,Human,2017 Q2,8511718
Ed Sheeran,Supermarket Flowers,2017 Q2,8468459
Drake,KMT,2017 Q2,8239418
Rita Ora,Your Song,2017 Q2,8168733
Paramore,Hard Times,2017 Q2,8153359
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),2017 Q2,8087174
Drake,Portland,2017 Q2,7999947
Drake,One Dance,2017 Q2,7825497
Childish Gambino,Redbone,2017 Q2,7783599
Drake,Fake Love,2017 Q2,7576765
Louisa,Best Behaviour,2017 Q2,7569852
David Guetta,2U (feat. Justin Bieber),2017 Q2,7554932
Hailee Steinfeld,Most Girls,2017 Q2,7427042
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",2017 Q2,7385253
James Arthur,Say You Won't Let Go,2017 Q2,7374520
Ed Sheeran,Nancy Mulligan,2017 Q2,7277290
The Killers,Mr. Brightside,2017 Q2,7264879
Ed Sheeran,How Would You Feel (Paean),2017 Q2,7254380
The Chainsmokers,Closer,2017 Q2,7240622
WizKid,Come Closer (feat. Drake),2017 Q2,7117143
Camila Cabello,Crying in the Club,2017 Q2,7094067
Maroon 5,Cold,2017 Q2,7028228
G-Eazy,Good Life (with G-Eazy & Kehlani),2017 Q2,6991559
Luis Fonsi,Despacito (Featuring Daddy Yankee),2017 Q2,6951332
Selena Gomez,Bad Liar,2017 Q2,6868673
Ed Sheeran,Shape of You - Stormzy Remix,2017 Q2,6635549
Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,2017 Q2,6626994
The Weeknd,Starboy,2017 Q2,6611103
Little Mix,Power (feat. Stormzy),2017 Q2,6353505
Imagine Dragons,Believer,2017 Q2,6306272
The Weeknd,I Feel It Coming,2017 Q2,6286305
Drake,Gyalchester,2017 Q2,6257746
Khalid,Location,2017 Q2,6124739
Zara Larsson,I Would Like,2017 Q2,6023075
Tom Zanetti,You Want Me (feat. Sadie Ama),2017 Q2,5783908
Alessia Cara,"How Far I'll Go - From ""Moana""",2017 Q2,5731410
Hailee Steinfeld,Starving,2017 Q2,5708806
Sean Paul,No Lie,2017 Q2,5641274
Dave,Samantha,2017 Q2,5601359
Imagine Dragons,Thunder,2017 Q2,5538677
Halsey,Now Or Never,2017 Q2,5488352
Calvin Harris,Slide (feat. Frank Ocean & Migos),2017 Q2,5443670
The Kooks,Naive,2017 Q2,5438324
NEIKED,Sexual,2017 Q2,5405331
Lord Huron,The Night We Met,2017 Q2,5350173
Ed Sheeran,Eraser,2017 Q2,5324675
Calvin Harris,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",2017 Q2,5283761
The Chainsmokers,The One,2017 Q2,5254802
The Vamps,All Night,2017 Q2,5253124
Bruno Mars,24K Magic,2017 Q2,5199605
Migos,Bad and Boujee (feat. Lil Uzi Vert),2017 Q2,5155081
Drake,Get It Together,2017 Q2,5151218
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",2017 Q2,5148713
Little Mix,Shout Out to My Ex,2017 Q2,5092130
ALMA,Chasing Highs,2017 Q2,5014839
Major Lazer,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",2017 Q2,4943549
Ed Sheeran,Bibia Be Ye Ye,2017 Q2,4871559
Logic,1-800-273-8255,2017 Q2,4870101
Martin Garrix,There for You,2017 Q2,4841586
Oasis,Wonderwall - Remastered,2017 Q2,4758740
Katy Perry,Bon appétit,2017 Q2,4757303
Chris Brown,Privacy,2017 Q2,4755887
Two Door Cinema Club,What You Know,2017 Q2,4705138
Ariana Grande,Side To Side,2017 Q2,4684308
Not3s,Addison Lee (Peng Ting Called Maddison),2017 Q2,4637681
Major Lazer,Cold Water (feat. Justin Bieber & MØ),2017 Q2,4569703
Ed Sheeran,Hearts Don't Break Around Here,2017 Q2,4552312
Jonas Blue,By Your Side,2017 Q2,4546380
John Gibbons,P.Y.T. (Pretty Young Thing),2017 Q2,4537528
Arctic Monkeys,Fluorescent Adolescent,2017 Q2,4520404
Kendrick Lamar,LOVE. FEAT. ZACARI.,2017 Q2,4484102
Ed Sheeran,Photograph,2017 Q2,4419452
Kendrick Lamar,ELEMENT.,2017 Q2,4410014
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,2017 Q2,4383814
R. Kelly,Ignition - Remix,2017 Q2,4355956
Ed Sheeran,Thinking out Loud,2017 Q2,4336091
Shawn Mendes,Treat You Better,2017 Q2,4276752
The Chainsmokers,Don't Let Me Down (feat. Daya),2017 Q2,4224172
DJ Snake,Let Me Love You,2017 Q2,4203609
Kato,Show You Love,2017 Q2,4097159
Justin Bieber,Sorry,2017 Q2,4080554
DNCE,Cake By The Ocean,2017 Q2,4003521
Drake,Madiba Riddim,2017 Q2,4002306
Bastille,Pompeii,2017 Q2,3989716
The White Stripes,Seven Nation Army,2017 Q2,3977513
Calvin Harris,This Is What You Came For (feat. Rihanna),2017 Q2,3890925
Oasis,Don't Look Back in Anger - Remastered,2017 Q2,3874984
Justin Bieber,Love Yourself,2017 Q2,3817866
Foster The People,Pumped Up Kicks,2017 Q2,3807885
Katy Perry,Swish Swish,2017 Q2,3795650
Drake,No Long Talk,2017 Q2,3776925
Drake,Teenage Fever,2017 Q2,3768996
Kodak Black,Tunnel Vision,2017 Q2,3729905
J Hus,Fisherman (feat. MoStack & MIST),2017 Q2,3704322
Arctic Monkeys,Do I Wanna Know?,2017 Q2,3664372
Sigala,Came Here for Love,2017 Q2,3541205
Imagine Dragons,Thunder,2017 Q2,3535015
Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners),2017 Q2,3515394
Kanye West,Stronger,2017 Q2,3480057
Travis Scott,goosebumps,2017 Q2,3479244
Harry Styles,Sweet Creature,2017 Q2,3442050
Ed Sheeran,Save Myself,2017 Q2,3324308
Ariana Grande,Into You,2017 Q2,3300455
James Bay,Let It Go,2017 Q2,3268509
XXXTENTACION,Look At Me!,2017 Q2,3259766
DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",2017 Q2,3252293
Kasabian,You're in Love with a Psycho,2017 Q2,3201430
Shawn Mendes,Mercy,2017 Q2,3197204
Zara Larsson,Lush Life,2017 Q2,3180144
Calvin Harris,Rollin (feat. Future & Khalid),2017 Q2,3135302
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",2017 Q2,3134881
James Arthur,Can I Be Him,2017 Q2,3114174
Kanye West,Gold Digger,2017 Q2,3095099
Future,Selfish (feat. Rihanna),2017 Q2,3019915
Scouting For Girls,She's So Lovely,2017 Q2,3016421
Fifth Harmony,Down,2017 Q2,3012880
Stormzy,"Blinded By Your Grace, Pt. 2 (feat. MNEK)",2017 Q2,2994077
Drake,Skepta Interlude,2017 Q2,2976328
Drake,Controlla,2017 Q2,2923654
Big Sean,Bounce Back,2017 Q2,2882663
Electric Light Orchestra,Mr. Blue Sky,2017 Q2,2733654
Jax Jones,You Don't Know Me,2017 Q2,2719240
Liam Gallagher,Wall of Glass,2017 Q2,2690831
Dua Lipa,Lost In Your Light (feat. Miguel),2017 Q2,2657202
"Earth, Wind & Fire",September,2017 Q2,2644268
Drake,Free Smoke,2017 Q2,2595554
The 1975,The Sound,2017 Q2,2581066
Stormzy,Cold,2017 Q2,2570066
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),2017 Q2,2562651
Cashmere Cat,Quit (feat. Ariana Grande),2017 Q2,2503397
J Hus,Common Sense,2017 Q2,2495782
Lana Del Rey,Lust for Life (with The Weeknd),2017 Q2,2488879
Kendrick Lamar,YAH.,2017 Q2,2476095
Shawn Mendes,Stitches,2017 Q2,2471200
Robin Schulz,Shed a Light,2017 Q2,2452415
Calvin Harris,Rollin (feat. Future & Khalid),2017 Q2,2433114
Stormzy,Shut Up,2017 Q2,2424093
Kendrick Lamar,XXX. FEAT. U2.,2017 Q2,2422917
Ariana Grande,Everyday,2017 Q2,2414663
Drake,4422,2017 Q2,2370983
Adele,Water Under the Bridge,2017 Q2,2368543
Migos,T-Shirt,2017 Q2,2330842
Maroon 5,Don't Wanna Know,2017 Q2,2308091
Drake,Do Not Disturb,2017 Q2,2298314
Bryson Tiller,Run Me Dry,2017 Q2,2263913
Kendrick Lamar,LUST.,2017 Q2,2241945
Train,Play That Song,2017 Q2,2213841
Drake,Too Good,2017 Q2,2158095
Fleetwood Mac,The Chain - 2004 Remaster,2017 Q2,2124276
Kendrick Lamar,FEEL.,2017 Q2,2087804
Kendrick Lamar,PRIDE.,2017 Q2,2062419
Jon Bellion,All Time Low,2017 Q2,2024707
Tinie Tempah,Girls Like (feat. Zara Larsson),2017 Q2,2011280
Red Hot Chili Peppers,Can't Stop,2017 Q2,2001172
Post Malone,White Iverson,2017 Q2,1988555
Lorde,Green Light,2017 Q2,1972470
The 1975,Chocolate,2017 Q2,1944640
J Hus,Spirit,2017 Q2,1911885
NEIKED,Call Me,2017 Q2,1896579
Drake,Jorja Interlude,2017 Q2,1801245
Martin Garrix,In the Name of Love,2017 Q2,1791377
Giggs,Lock Doh,2017 Q2,1766911
Tinie Tempah,Text from Your Ex (feat. Tinashe),2017 Q2,1759201
Alex Ross,Dreams (feat. Dakota & T-Pain),2017 Q2,1702389
Drake,Sacrifices,2017 Q2,1664804
Duke Dumont,Real Life,2017 Q2,1664072
Artists for Grenfell,Bridge Over Troubled Water,2017 Q2,1631150
Oasis,Live Forever,2017 Q2,1628017
The Vamps,Middle Of The Night,2017 Q2,1555573
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",2017 Q2,1545463
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",2017 Q2,1542147
Harry Styles,Kiwi,2017 Q2,1533548
OMI,Cheerleader - Felix Jaehn Remix Radio Edit,2017 Q2,1524156
Black Eyed Peas,Where Is The Love?,2017 Q2,1518771
5 After Midnight,Up In Here,2017 Q2,1511988
Rae Sremmurd,Black Beatles,2017 Q2,1501587
Olly Murs,Unpredictable,2017 Q2,1484892
Anton Powers,Baby,2017 Q2,1447924
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,2017 Q2,1436325
Katy Perry,Swish Swish,2017 Q2,1424140
Auli'i Cravalho,How Far I'll Go,2017 Q2,1418577
The Kooks,She Moves In Her Own Way,2017 Q2,1412868
Bebe Rexha,Bad Bitch (feat. Ty Dolla $ign),2017 Q2,1412577
Jonas Blue,Perfect Strangers,2017 Q2,1405120
Imagine Dragons,Believer,2017 Q2,1399230
Calum Scott,Dancing On My Own,2017 Q2,1377547
Kendrick Lamar,BLOOD.,2017 Q2,1363712
Sia,Move Your Body - Single Mix,2017 Q2,1328977
Halsey,Now Or Never,2017 Q2,1324001
Harry Styles,Carolina,2017 Q2,1318053
OneRepublic,No Vacancy,2017 Q2,1299193
Steve Aoki,Just Hold On,2017 Q2,1294703
Dua Lipa,Blow Your Mind (Mwah),2017 Q2,1287918
Imagine Dragons,Whatever It Takes,2017 Q2,1286405
AJR,Weak,2017 Q2,1274122
Stormzy,Cigarettes & Cush (feat. Kehlani & Lily Allen),2017 Q2,1245978
Kendrick Lamar,FEAR.,2017 Q2,1242193
Nevada,The Mack,2017 Q2,1204297
Drake,Signs,2017 Q2,1193247
Wale,"My Love (feat. Major Lazer, WizKid, Dua Lipa)",2017 Q2,1189709
J Hus,Bouff Daddy,2017 Q2,1183135
John Legend,Love Me Now,2017 Q2,1160909
Katy Perry,Bon Appétit,2017 Q2,1151639
Lana Del Rey,Love,2017 Q2,1147562
Twenty One Pilots,Heathens,2017 Q2,1145315
David Guetta,Light My Body Up (feat. Nicki Minaj & Lil Wayne),2017 Q2,1125582
DJ Khaled,To the Max,2017 Q2,1119676
Axwell /\ Ingrosso,More Than You Know,2017 Q2,1116479
Taylor Swift,Shake It Off,2017 Q2,1104354
MoStack,Screw & Brew,2017 Q2,1102288
Naughty Boy,Should've Been Me,2017 Q2,1093673
Drake,Ice Melts,2017 Q2,1091127
Dwayne Johnson,You're Welcome,2017 Q2,1089043
TLC,No Scrubs,2017 Q2,1083715
Kendrick Lamar,DUCKWORTH.,2017 Q2,1076721
Harry Styles,Two Ghosts,2017 Q2,1070834
Kendrick Lamar,GOD.,2017 Q2,1065351
Gorillaz,Saturnz Barz (feat. Popcaan),2017 Q2,1059646
Harry Styles,Meet Me in the Hallway,2017 Q2,1045262
Jax Jones,You Don't Know Me - Radio Edit,2017 Q2,1021302
Future,Mask Off (feat. Kendrick Lamar) - Remix,2017 Q2,1019957
Major Lazer,Lean On (feat. MØ & DJ Snake),2017 Q2,1015854
Chance the Rapper,All Night (feat. Knox Fortune),2017 Q2,1005612
Jax Jones,Instruction (feat. Demi Lovato & Stefflon Don),2017 Q2,996179
Royal Blood,Lights Out,2017 Q2,987632
Dave,100M's,2017 Q2,985987
Snakehips,Don't Leave,2017 Q2,970500
Calvin Harris,My Way,2017 Q2,963381
Galantis,Love on Me,2017 Q2,940513
