artist,song_name,quarterly_date,n_streams,genre,Genre_Group
Florence + The Machine,Sky Full Of Song,2018 Q3,352635.0,Pop,Pop
George Ezra,Hold My Girl,2018 Q3,352295.0,Rock,Rock/Punk/Metal
Madison Beer,Home With You,2018 Q3,351345.0,Pop,Pop
Gorillaz,Tranz,2018 Q3,350951.0,Rock,Rock/Punk/Metal
Sheck Wes,Mo Bamba,2018 Q3,345746.0,Unknown,Unknown
Nicki Minaj,Rich Sex (feat. Lil Wayne),2018 Q3,343368.0,Rap,Rap/Hip-Hop
Shawn Mendes,Youth feat. Khalid,2018 Q3,342586.0,Pop,Pop
Childish Gambino,Redbone,2018 Q3,342333.0,Soul,Soul
The Beatles,Here Comes The Sun - Remastered 2009,2018 Q3,341669.0,Rock,Rock/Punk/Metal
J Hus,Bouff Daddy,2018 Q3,341573.0,Grime,Electronic
6LACK,Pretty Little Fears (feat. J. Cole),2018 Q3,338724.0,Unknown,Unknown
Twenty One Pilots,My Blood,2018 Q3,338590.0,Pop,Pop
Troye Sivan,Dance To This (feat. Ariana Grande),2018 Q3,337962.0,Pop,Pop
Nicki Minaj,Thought I Knew You (feat. The Weeknd),2018 Q3,336017.0,Hip-Hop,Rap/Hip-Hop
Austyn Johnson,A Million Dreams (Reprise),2018 Q3,335869.0,Musicals,Musicals
Michael Jackson,Billie Jean,2018 Q3,335235.0,Pop,Pop
Migos,Walk It Talk It,2018 Q3,333505.0,Hip-Hop,Rap/Hip-Hop
Troye Sivan,Dance To This (feat. Ariana Grande),2018 Q3,333430.0,Pop,Pop
Juice WRLD,Wasted (feat. Lil Uzi Vert),2018 Q3,333231.0,Rap,Rap/Hip-Hop
The Weeknd,Call Out My Name,2018 Q3,327064.0,R&B,R&B
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",2018 Q3,326443.0,Edm,Electronic
Little Mix,Shout Out to My Ex,2018 Q3,326219.0,Pop,Pop
BTS,IDOL,2018 Q3,325601.0,K-Pop,K-Pop
Hozier,Nina Cried Power (feat. Mavis Staples),2018 Q3,324329.0,Pop,Pop
Justin Timberlake,Say Something (feat. Chris Stapleton),2018 Q3,323683.0,Country,Country
Aretha Franklin,Think,2018 Q3,322750.0,R&B,R&B
Green Day,American Idiot,2018 Q3,321509.0,Punk,Rock/Punk/Metal
Belly Squad,Missing (feat. Headie One),2018 Q3,321060.0,Swing,Swing
Tranell,Too Catty,2018 Q3,320433.0,Swing,Swing
Gnarls Barkley,Crazy,2018 Q3,319059.0,Soul,Soul
Aretha Franklin,(You Make Me Feel Like) A Natural Woman,2018 Q3,318653.0,Soul,Soul
Ella Mai,Trip,2018 Q3,317342.0,R&B,R&B
Nina Nesbitt,Loyal to Me,2018 Q3,316587.0,Pop,Pop
Queen,Don't Stop Me Now - Remastered 2011,2018 Q3,316373.0,Rock,Rock/Punk/Metal
Lewis Capaldi,Grace,2018 Q3,315249.0,Pop,Pop
Loud Luxury,Love No More,2018 Q3,312332.0,Pop,Pop
BROCKHAMPTON,J'OUVERT,2018 Q3,309791.0,Hip-Hop,Rap/Hip-Hop
Fleetwood Mac,Everywhere - 2017 Remaster,2018 Q3,309375.0,Rock,Rock/Punk/Metal
Scouting For Girls,She's So Lovely,2018 Q3,306013.0,Pop,Pop
BTS,IDOL,2018 Q3,303035.0,K-Pop,K-Pop
TLC,No Scrubs,2018 Q3,300884.0,R&B,R&B
Outkast,Hey Ya!,2018 Q3,296998.0,Hip-Hop,Rap/Hip-Hop
Ariana Grande,"thank u, next",2018 Q4,33694440.0,Pop,Pop
Dave,Funky Friday,2018 Q4,25896200.0,Grime,Electronic
Marshmello,Happier,2018 Q4,25812414.0,Electronic,Electronic
Calvin Harris,Promises (with Sam Smith),2018 Q4,24764557.0,Edm,Electronic
Lady Gaga,Shallow,2018 Q4,21460252.0,Pop,Pop
Halsey,Without Me,2018 Q4,21367945.0,Pop,Pop
benny blanco,Eastside (with Halsey & Khalid),2018 Q4,21361339.0,Pop,Pop
Mariah Carey,All I Want for Christmas Is You,2018 Q4,19199557.0,R&B,R&B
Travis Scott,SICKO MODE,2018 Q4,18547186.0,Rap,Rap/Hip-Hop
Silk City,Electricity (with Dua Lipa),2018 Q4,18512781.0,Electronic,Electronic
Kanye West,I Love It (& Lil Pump),2018 Q4,18341432.0,Rap,Rap/Hip-Hop
Ava Max,Sweet but Psycho,2018 Q4,17472832.0,Pop,Pop
Wham!,Last Christmas,2018 Q4,16733068.0,Pop,Pop
George Ezra,Shotgun,2018 Q4,16609506.0,Rock,Rock/Punk/Metal
Dynoro,In My Mind,2018 Q4,16586936.0,Electronic,Electronic
Kodak Black,ZEZE (feat. Travis Scott & Offset),2018 Q4,16347393.0,Hip-Hop,Rap/Hip-Hop
Jess Glynne,Thursday,2018 Q4,15985748.0,Pop,Pop
Rita Ora,Let You Love Me,2018 Q4,15465251.0,Pop,Pop
MK,Back & Forth,2018 Q4,15391416.0,House,Dance/House
Tyga,Taste (feat. Offset),2018 Q4,15247601.0,Hip-Hop,Rap/Hip-Hop
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2018 Q4,14993205.0,Dance,Dance/House
Loud Luxury,Body (feat. brando),2018 Q4,14688227.0,Electronic,Electronic
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2018 Q4,14636033.0,Hip-Hop,Rap/Hip-Hop
Dean Lewis,Be Alright,2018 Q4,13965862.0,Pop,Pop
Sigala,Just Got Paid,2018 Q4,13887685.0,Dance,Dance/House
Drake,In My Feelings,2018 Q4,13637256.0,Hip-Hop,Rap/Hip-Hop
The Pogues,Fairytale of New York (feat. Kirsty MacColl),2018 Q4,13390581.0,Rock,Rock/Punk/Metal
Zara Larsson,Ruin My Life,2018 Q4,13385277.0,R&B,R&B
Panic! At The Disco,High Hopes,2018 Q4,13293725.0,Rock,Rock/Punk/Metal
French Montana,No Stylist (feat. Drake),2018 Q4,13286988.0,Hip-Hop,Rap/Hip-Hop
Ariana Grande,breathin,2018 Q4,13007108.0,Pop,Pop
Band Aid,Do They Know It's Christmas? - 1984 Version,2018 Q4,12970256.0,Christmas,Christmas
Juice WRLD,Lucid Dreams,2018 Q4,12909014.0,Rap,Rap/Hip-Hop
Post Malone,Better Now,2018 Q4,12541142.0,Rap,Rap/Hip-Hop
XXXTENTACION,SAD!,2018 Q4,12342458.0,Rock,Rock/Punk/Metal
Michael Bublé,It's Beginning to Look a Lot like Christmas,2018 Q4,11932345.0,Swing,Swing
Charli XCX,1999,2018 Q4,11715511.0,Pop,Pop
Little Mix,Woman Like Me (feat. Nicki Minaj),2018 Q4,11630028.0,Pop,Pop
Ariana Grande,Santa Tell Me,2018 Q4,11099587.0,Pop,Pop
Ariana Grande,God is a woman,2018 Q4,11092974.0,Pop,Pop
Brenda Lee,Rockin' Around The Christmas Tree,2018 Q4,11063950.0,Pop,Pop
Bad Bunny,MIA (feat. Drake),2018 Q4,11043657.0,Latin,Latin
Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),2018 Q4,10944475.0,Pop,Pop
Cadet,Advice,2018 Q4,10620705.0,Grime,Electronic
Khalid,Better,2018 Q4,10611722.0,R&B,R&B
Billie Eilish,when the party's over,2018 Q4,10564777.0,Pop,Pop
XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),2018 Q4,10485919.0,Rock,Rock/Punk/Metal
Keala Settle,This Is Me,2018 Q4,10334208.0,Musicals,Musicals
Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,2018 Q4,10265211.0,Pop,Pop
XXXTENTACION,Moonlight,2018 Q4,10260608.0,Rock,Rock/Punk/Metal
5 Seconds of Summer,Youngblood,2018 Q4,10136375.0,Punk,Rock/Punk/Metal
Little Mix,Woman Like Me (feat. Nicki Minaj),2018 Q4,9805322.0,Pop,Pop
Sheck Wes,Mo Bamba,2018 Q4,9615348.0,Unknown,Unknown
Chris Rea,Driving Home for Christmas,2018 Q4,9411506.0,Rock,Rock/Punk/Metal
Jess Glynne,All I Am,2018 Q4,9277877.0,Pop,Pop
Stay Flee Get Lizzy,Ay Caramba,2018 Q4,9199525.0,Grime,Electronic
John Lennon,Happy Xmas (War Is Over) - Remastered 2010,2018 Q4,9145435.0,Christmas,Christmas
Ariana Grande,no tears left to cry,2018 Q4,9072219.0,Pop,Pop
Hardy Caprio,Best Life,2018 Q4,9039121.0,Grime,Electronic
Elton John,Step Into Christmas,2018 Q4,9022517.0,Pop,Pop
Dua Lipa,Kiss and Make Up,2018 Q4,8888189.0,Pop,Pop
Calvin Harris,One Kiss (with Dua Lipa),2018 Q4,8861305.0,Edm,Electronic
Lil Baby,Drip Too Hard (Lil Baby & Gunna),2018 Q4,8712363.0,Hip-Hop,Rap/Hip-Hop
Eminem,Lucky You (feat. Joyner Lucas),2018 Q4,8666059.0,Rap,Rap/Hip-Hop
Post Malone,rockstar (feat. 21 Savage),2018 Q4,8650956.0,Rap,Rap/Hip-Hop
Anne-Marie,2002,2018 Q4,8479627.0,Pop,Pop
Queen,Bohemian Rhapsody - Remastered 2011,2018 Q4,8466250.0,Rock,Rock/Punk/Metal
A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),2018 Q4,8370316.0,Rap,Rap/Hip-Hop
XXXTENTACION,Jocelyn Flores,2018 Q4,8217613.0,Rock,Rock/Punk/Metal
Drake,Nonstop,2018 Q4,8142907.0,Rap,Rap/Hip-Hop
Drake,God's Plan,2018 Q4,8142866.0,Hip-Hop,Rap/Hip-Hop
Drake,Nice For What,2018 Q4,7875075.0,Rap,Rap/Hip-Hop
Cardi B,I Like It,2018 Q4,7797071.0,Hip-Hop,Rap/Hip-Hop
Zac Efron,Rewrite The Stars,2018 Q4,7792717.0,Musicals,Musicals
AJ Tracey,Butterflies (feat. Not3s),2018 Q4,7605995.0,Grime,Electronic
Unknown T,Homerton B,2018 Q4,7603345.0,Drill,Rap/Hip-Hop
Paul McCartney,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,2018 Q4,7566852.0,Christmas,Christmas
Andy Williams,It's the Most Wonderful Time of the Year,2018 Q4,7536169.0,Swing,Swing
The Killers,Mr. Brightside,2018 Q4,7518778.0,Indie,Indie
Shakin' Stevens,Merry Christmas Everyone - Remastered,2018 Q4,7111338.0,Christmas,Christmas
Leona Lewis,One More Sleep,2018 Q4,7068104.0,Pop,Pop
Freya Ridings,Lost Without You,2018 Q4,7065540.0,Indie,Indie
Michael Bublé,Holly Jolly Christmas,2018 Q4,7064542.0,Swing,Swing
Justin Bieber,Mistletoe,2018 Q4,7059470.0,Pop,Pop
Bobby Helms,Jingle Bell Rock,2018 Q4,7055846.0,Christmas,Christmas
Post Malone,I Fall Apart,2018 Q4,7019624.0,Hip-Hop,Rap/Hip-Hop
George Ezra,Paradise,2018 Q4,6968384.0,Pop,Pop
Lil Peep,Falling Down - Bonus Track,2018 Q4,6909705.0,Rock,Rock/Punk/Metal
Rita Ora,Let You Love Me,2018 Q4,6883014.0,Pop,Pop
Bing Crosby,White Christmas,2018 Q4,6876752.0,Pop,Pop
Jason Derulo,Goodbye (feat. Nicki Minaj & Willy William),2018 Q4,6868135.0,Electronic,Electronic
Freya Ridings,Lost Without You,2018 Q4,6827512.0,Indie,Indie
Post Malone,Psycho (feat. Ty Dolla $ign),2018 Q4,6772872.0,Hip-Hop,Rap/Hip-Hop
DJ Khaled,No Brainer,2018 Q4,6745547.0,Hip-Hop,Rap/Hip-Hop
Tiësto,Jackie Chan,2018 Q4,6494216.0,Edm,Electronic
Eminem,Venom - Music From The Motion Picture,2018 Q4,6365483.0,Rap,Rap/Hip-Hop
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),2018 Q4,6340099.0,Pop,Pop
James Arthur,Empty Space,2018 Q4,6096161.0,R&B,R&B
Lady Gaga,Always Remember Us This Way,2018 Q4,6088674.0,Pop,Pop
Sam Smith,Have Yourself A Merry Little Christmas,2018 Q4,6037472.0,Soul,Soul
James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),2018 Q4,5966869.0,Soft Pop,Pop
Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),2018 Q4,5950890.0,Christmas,Christmas
Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2018 Q4,5904606.0,Pop,Pop
Hugh Jackman,The Greatest Show,2018 Q4,5874646.0,Musicals,Musicals
XXXTENTACION,changes,2018 Q4,5842270.0,Rock,Rock/Punk/Metal
Jonas Blue,Polaroid,2018 Q4,5794552.0,House,Dance/House
Eminem,Killshot,2018 Q4,5769831.0,Rap,Rap/Hip-Hop
Kylie Minogue,Santa Baby,2018 Q4,5717798.0,Dance,Dance/House
Clean Bandit,Solo (feat. Demi Lovato),2018 Q4,5628582.0,Dance,Dance/House
6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),2018 Q4,5608247.0,Hip-Hop,Rap/Hip-Hop
6ix9ine,KIKA,2018 Q4,5603268.0,Rap,Rap/Hip-Hop
Ed Sheeran,Shape of You,2018 Q4,5577827.0,Pop,Pop
Wizzard,I Wish It Could Be Christmas Everyday,2018 Q4,5399253.0,Christmas,Christmas
Years & Years,If You're Over Me,2018 Q4,5339653.0,Electronic,Electronic
Jess Glynne,I'll Be There,2018 Q4,5298351.0,Pop,Pop
Jonas Blue,Rise,2018 Q4,5241450.0,House,Dance/House
Ziv Zaifman,A Million Dreams,2018 Q4,5179270.0,Musicals,Musicals
Coldplay,Christmas Lights,2018 Q4,5160358.0,Christmas,Christmas
B Young,079ME,2018 Q4,5159649.0,Swing,Swing
Oasis,Wonderwall - Remastered,2018 Q4,5055931.0,Pop,Pop
Tom Walker,Leave a Light On,2018 Q4,4994650.0,Indie,Indie
Billie Eilish,lovely (with Khalid),2018 Q4,4983894.0,Indie,Indie
Kelly Clarkson,Underneath the Tree,2018 Q4,4972935.0,Pop,Pop
Loren Allred,Never Enough,2018 Q4,4919963.0,Soundtrack,Soundtrack
Khalid,Suncity (feat. Empress Of),2018 Q4,4730662.0,Latin,Latin
Bazzi,Beautiful (feat. Camila Cabello),2018 Q4,4673301.0,Pop,Pop
Queen,Don't Stop Me Now - Remastered 2011,2018 Q4,4627101.0,Rock,Rock/Punk/Metal
D-Block Europe,nASSty,2018 Q4,4615529.0,Grime,Electronic
P!nk,A Million Dreams,2018 Q4,4594140.0,Soundtrack,Soundtrack
Sia,Thunderclouds,2018 Q4,4573321.0,Christmas,Christmas
benny blanco,I Found You (with Calvin Harris),2018 Q4,4570346.0,Pop,Pop
Dennis Lloyd,Nevermind,2018 Q4,4562900.0,Pop,Pop
French Montana,Unforgettable,2018 Q4,4446318.0,Hip-Hop,Rap/Hip-Hop
Queen,Another One Bites The Dust - Remastered 2011,2018 Q4,4445514.0,Rock,Rock/Punk/Metal
Slade,Merry Xmas Everybody,2018 Q4,4442673.0,Rock,Rock/Punk/Metal
Meek Mill,Going Bad (feat. Drake),2018 Q4,4436524.0,Rap,Rap/Hip-Hop
Tyga,SWISH,2018 Q4,4431189.0,Hip-Hop,Rap/Hip-Hop
Portugal. The Man,Feel It Still,2018 Q4,4368204.0,Rock,Rock/Punk/Metal
BlocBoy JB,Look Alive (feat. Drake),2018 Q4,4348651.0,Rap,Rap/Hip-Hop
AJ,London (feat. EO),2018 Q4,4215916.0,Unknown,Unknown
Cheat Codes,Only You (with Little Mix),2018 Q4,4191269.0,Dance,Dance/House
Camila Cabello,Havana (feat. Young Thug),2018 Q4,4169998.0,Pop,Pop
Hugh Jackman,The Other Side,2018 Q4,4169548.0,Musicals,Musicals
ZieZie,Fine Girl,2018 Q4,4168096.0,Swing,Swing
Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,2018 Q4,4160195.0,Pop,Pop
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2018 Q4,4136257.0,Hip-Hop,Rap/Hip-Hop
Cardi B,Money,2018 Q4,3978541.0,Rap,Rap/Hip-Hop
Nat King Cole,The Christmas Song (Merry Christmas To You),2018 Q4,3975634.0,Jazz,Jazz
AJ Tracey,LO(V/S)ER,2018 Q4,3931509.0,Grime,Electronic
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,2018 Q4,3903975.0,Pop,Pop
Pretenders,2000 Miles - 2007 Remaster,2018 Q4,3897110.0,Rock,Rock/Punk/Metal
TOTO,Africa,2018 Q4,3861272.0,Rock,Rock/Punk/Metal
Dua Lipa,IDGAF,2018 Q4,3837334.0,Pop,Pop
George Ezra,Hold My Girl,2018 Q4,3816030.0,Rock,Rock/Punk/Metal
Idina Menzel,Baby It's Cold Outside (duet with Michael Bublé),2018 Q4,3787901.0,Musicals,Musicals
Hugh Jackman,From Now On,2018 Q4,3703512.0,Musicals,Musicals
Jax Jones,Ring Ring (feat. Mabel & Rich The Kid),2018 Q4,3694327.0,Dance,Dance/House
Jonas Blue,Rise,2018 Q4,3687604.0,House,Dance/House
Lil Peep,Falling Down - Bonus Track,2018 Q4,3656154.0,Rock,Rock/Punk/Metal
Hugh Jackman,Come Alive,2018 Q4,3649900.0,Musicals,Musicals
Ella Mai,Trip,2018 Q4,3631870.0,R&B,R&B
benny blanco,Eastside (with Halsey & Khalid),2018 Q4,3596772.0,Pop,Pop
Geko,6:30,2018 Q4,3542639.0,Swing,Swing
XXXTENTACION,BAD!,2018 Q4,3521200.0,Rock,Rock/Punk/Metal
XXXTENTACION,Fuck Love (feat. Trippie Redd),2018 Q4,3521052.0,Rock,Rock/Punk/Metal
Khalid,Better,2018 Q4,3501177.0,R&B,R&B
Imagine Dragons,Bad Liar,2018 Q4,3493712.0,Pop,Pop
"Earth, Wind & Fire",September,2018 Q4,3492598.0,Disco,Disco
The 1975,It's Not Living (If It's Not With You),2018 Q4,3465902.0,Rock,Rock/Punk/Metal
Jona Lewie,Stop the Cavalry - Radio Edit,2018 Q4,3450871.0,Christmas,Christmas
José Feliciano,Feliz Navidad,2018 Q4,3435876.0,Pop,Pop
Michael Bublé,Santa Claus Is Coming to Town,2018 Q4,3423170.0,Swing,Swing
Lewis Capaldi,Grace,2018 Q4,3421192.0,Pop,Pop
Imagine Dragons,Believer,2018 Q4,3410057.0,Indie,Indie
Sam Smith,Too Good At Goodbyes,2018 Q4,3404242.0,Soul,Soul
Boney M.,Mary's Boy Child / Oh My Lord,2018 Q4,3374343.0,Disco,Disco
Dua Lipa,New Rules,2018 Q4,3368567.0,Pop,Pop
XXXTENTACION,Everybody Dies In Their Nightmares,2018 Q4,3364230.0,Rock,Rock/Punk/Metal
Loud Luxury,Love No More,2018 Q4,3342317.0,Pop,Pop
James Arthur,Say You Won't Let Go,2018 Q4,3324367.0,R&B,R&B
Jess Glynne,All I Am,2018 Q4,3318302.0,Pop,Pop
Post Malone,Congratulations,2018 Q4,3304194.0,Rap,Rap/Hip-Hop
Ed Sheeran,Perfect,2018 Q4,3298341.0,Pop,Pop
Khalid,Saturday Nights,2018 Q4,3293030.0,R&B,R&B
Oasis,Don't Look Back in Anger - Remastered,2018 Q4,3224089.0,Pop,Pop
Anne-Marie,Perfect to Me,2018 Q4,3212925.0,Pop,Pop
Lil Uzi Vert,XO Tour Llif3,2018 Q4,3209798.0,Rap,Rap/Hip-Hop
The Jackson 5,I Saw Mommy Kissing Santa Claus,2018 Q4,3209227.0,Soul,Soul
Sigma,Anywhere,2018 Q4,3192480.0,Edm,Electronic
Vance Joy,Riptide,2018 Q4,3174625.0,Rock,Rock/Punk/Metal
Gucci Mane,Wake Up in the Sky,2018 Q4,3172183.0,Hip-Hop,Rap/Hip-Hop
Michael Bublé,Cold December Night,2018 Q4,3136347.0,Swing,Swing
The Ronettes,Sleigh Ride,2018 Q4,3103420.0,Christmas,Christmas
Eminem,Fall,2018 Q4,3083698.0,Hip-Hop,Rap/Hip-Hop
Sia,Santa's Coming for Us,2018 Q4,3064971.0,Christmas,Christmas
Jason Mraz,I'm Yours,2018 Q4,3054190.0,Acoustic,Acoustic
Dappy,Oh My,2018 Q4,3047682.0,Grime,Electronic
Queen,Somebody To Love - Remastered 2011,2018 Q4,3044974.0,Rock,Rock/Punk/Metal
Drake,Don’t Matter To Me (with Michael Jackson),2018 Q4,3012701.0,Rap,Rap/Hip-Hop
Eartha Kitt,Santa Baby (with Henri René & His Orchestra),2018 Q4,2999803.0,Christmas,Christmas
Lady Gaga,I'll Never Love Again - Film Version - Radio Edit,2018 Q4,2995216.0,Pop,Pop
Shakka,Man Down (feat. AlunaGeorge),2018 Q4,2992302.0,Pop,Pop
Kodak Black,ZEZE (feat. Travis Scott & Offset),2018 Q4,2953921.0,Hip-Hop,Rap/Hip-Hop
Meghan Trainor,I'll Be Home,2018 Q4,2944156.0,Christmas,Christmas
Eminem,The Ringer,2018 Q4,2942543.0,Rap,Rap/Hip-Hop
Zedd,Happy Now,2018 Q4,2940651.0,House,Dance/House
Queen,Under Pressure - Remastered 2011,2018 Q4,2918162.0,Rock,Rock/Punk/Metal
Alesso,REMEDY,2018 Q4,2912871.0,House,Dance/House
Martin Garrix,Ocean (feat. Khalid),2018 Q4,2910558.0,Edm,Electronic
Mud,Lonely This Christmas,2018 Q4,2872127.0,Metal,Rock/Punk/Metal
Ariana Grande,imagine,2018 Q4,2865014.0,Pop,Pop
Ed Sheeran,Castle on the Hill,2018 Q4,2860775.0,Pop,Pop
Burl Ives,A Holly Jolly Christmas - Single Version,2018 Q4,2810139.0,Christmas,Christmas
Khalid,Love Lies (with Normani),2018 Q4,2809936.0,R&B,R&B
Hugh Jackman,The Greatest Show,2018 Q4,2809291.0,Musicals,Musicals
The Chainsmokers,This Feeling (feat. Kelsea Ballerini),2018 Q4,2804607.0,Electronic,Electronic
Juice WRLD,Lucid Dreams,2018 Q4,2801683.0,Rap,Rap/Hip-Hop
The Jackson 5,Santa Claus Is Coming To Town,2018 Q4,2765468.0,Soul,Soul
6ix9ine,TIC TOC,2018 Q4,2715027.0,Rap,Rap/Hip-Hop
The Plug,"Broken Homes (feat. Nafe Smallz, M Huncho & Gunna)",2018 Q4,2703205.0,Grime,Electronic
Elvis Presley,Blue Christmas,2018 Q4,2655974.0,Rock,Rock/Punk/Metal
Skepta,Energy (Stay Far Away),2018 Q4,2640075.0,Grime,Electronic
Jonas Blue,Polaroid,2018 Q4,2634226.0,House,Dance/House
Fredo,BMT,2018 Q4,2631869.0,Drill,Rap/Hip-Hop
6ix9ine,MAMA,2018 Q4,2610816.0,Rap,Rap/Hip-Hop
David Guetta,Don't Leave Me Alone (feat. Anne-Marie),2018 Q4,2599603.0,Edm,Electronic
Lil Dicky,Freaky Friday (feat. Chris Brown),2018 Q4,2589059.0,Rap,Rap/Hip-Hop
Mabel,One Shot,2018 Q4,2573141.0,R&B,R&B
Imagine Dragons,Natural,2018 Q4,2524054.0,Indie,Indie
Ziv Zaifman,A Million Dreams,2018 Q4,2487032.0,Musicals,Musicals
Beyoncé,Halo,2018 Q4,2485668.0,Pop,Pop
The Vamps,Jingle Bell Rock,2018 Q4,2478748.0,Christmas,Christmas
Brett Eldredge,"Baby, It's Cold Outside (feat. Meghan Trainor)",2018 Q4,2476820.0,Country,Country
6ix9ine,STOOPID,2018 Q4,2473554.0,Hip-Hop,Rap/Hip-Hop
Juice WRLD,All Girls Are The Same,2018 Q4,2462160.0,Rap,Rap/Hip-Hop
Tom Grennan,Found What I've Been Looking For,2018 Q4,2448071.0,Indie,Indie
Chip,CRB Check (feat. Not3s),2018 Q4,2429989.0,Chill,Chill
Destiny's Child,8 Days of Christmas,2018 Q4,2427755.0,R&B,R&B
Daryl Hall & John Oates,You Make My Dreams (Come True),2018 Q4,2404402.0,Rock,Rock/Punk/Metal
M.O,Bad Vibe,2018 Q4,2365850.0,Hip-Hop,Rap/Hip-Hop
Future,Fine China,2018 Q4,2358387.0,Rap,Rap/Hip-Hop
iLL BLU,Chop My Money,2018 Q4,2336052.0,Funk,Funk
Clean Bandit,Baby (feat. MARINA & Luis Fonsi),2018 Q4,2335379.0,Pop,Pop
Da Beatfreakz,"Pumpy (feat. Deno, Cadet, AJ & Swarmz)",2018 Q4,2332880.0,Swing,Swing
Queen,Killer Queen - Remastered 2011,2018 Q4,2314873.0,Rock,Rock/Punk/Metal
XXXTENTACION,whoa (mind in awe),2018 Q4,2307256.0,Rock,Rock/Punk/Metal
The 1975,TOOTIMETOOTIMETOOTIME,2018 Q4,2302471.0,Indie,Indie
Travis Scott,STARGAZING,2018 Q4,2290532.0,Rap,Rap/Hip-Hop
Loren Allred,Never Enough,2018 Q4,2284331.0,Soundtrack,Soundtrack
Lauv,There's No Way (feat. Julia Michaels),2018 Q4,2257575.0,Pop,Pop
Ariana Grande,Santa Baby,2018 Q4,2253376.0,Pop,Pop
Clean Bandit,Baby (feat. MARINA & Luis Fonsi),2018 Q4,2244056.0,Pop,Pop
DigDat,AirForce,2018 Q4,2239912.0,Drill,Rap/Hip-Hop
Perry Como,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),2018 Q4,2228895.0,Christmas,Christmas
David Guetta,Say My Name,2018 Q4,2199394.0,House,Dance/House
Lil Wayne,Mona Lisa (feat. Kendrick Lamar),2018 Q4,2199314.0,Rap,Rap/Hip-Hop
Zedd,The Middle,2018 Q4,2198710.0,House,Dance/House
XXXTENTACION,Look At Me!,2018 Q4,2187152.0,Rock,Rock/Punk/Metal
Billie Eilish,ocean eyes,2018 Q4,2186096.0,Pop,Pop
Chuck Berry,Run Rudolph Run - Single Version,2018 Q4,2169955.0,Rock,Rock/Punk/Metal
Jax Jones,Play,2018 Q4,2169712.0,House,Dance/House
XXXTENTACION,BAD!,2018 Q4,2158897.0,Rock,Rock/Punk/Metal
Lady Gaga,Look What I Found,2018 Q4,2148532.0,Pop,Pop
Daryl Hall & John Oates,Jingle Bell Rock - Daryl's Version,2018 Q4,2142591.0,Rock,Rock/Punk/Metal
The Crystals,Rudolph the Red-Nosed Reindeer,2018 Q4,2123852.0,Unknown,Unknown
Au/Ra,Panic Room,2018 Q4,2117126.0,Unknown,Unknown
Queen,We Will Rock You - Remastered 2011,2018 Q4,2113007.0,Rock,Rock/Punk/Metal
Ed Sheeran,Happier,2018 Q4,2110065.0,Pop,Pop
The Kooks,Naive,2018 Q4,2070332.0,Indie,Indie
Olivia Holt,Christmas (Baby Please Come Home),2018 Q4,2065790.0,Christmas,Christmas
Darlene Love,Christmas (Baby Please Come Home),2018 Q4,2063277.0,Christmas,Christmas
Britney Spears,My Only Wish (This Year),2018 Q4,2045669.0,Pop,Pop
Gwen Stefani,You Make It Feel Like Christmas (feat. Blake Shelton),2018 Q4,2013402.0,Christmas,Christmas
Scouting For Girls,She's So Lovely,2018 Q4,2002914.0,Pop,Pop
Flipp Dinero,Leave Me Alone,2018 Q4,1983011.0,Rap,Rap/Hip-Hop
Clean Bandit,Solo (feat. Demi Lovato),2018 Q4,1981439.0,Dance,Dance/House
Hugh Jackman,The Other Side,2018 Q4,1975035.0,Musicals,Musicals
Mykola Dmytrovych Leontovych,Carol of the Bells,2018 Q4,1960011.0,Christmas,Christmas
98º,What Christmas Means To Me,2018 Q4,1958945.0,Christmas,Christmas
Stevie Wonder,What Christmas Means To Me,2018 Q4,1930427.0,Soul,Soul
The 1975,It's Not Living (If It's Not With You),2018 Q4,1904477.0,Rock,Rock/Punk/Metal
EO,German,2018 Q4,1900694.0,Rap,Rap/Hip-Hop
Avelino,Boasy,2018 Q4,1890183.0,Grime,Electronic
Steel Banglez,Your Lovin' (feat. MØ & Yxng Bane),2018 Q4,1871357.0,Swing,Swing
Billie Eilish,bellyache,2018 Q4,1863909.0,Pop,Pop
Billie Eilish,come out and play,2018 Q4,1826736.0,Indie,Indie
Billie Eilish,idontwannabeyouanymore,2018 Q4,1798102.0,Pop,Pop
